Date,Time,Token,cycle_id,Vol Buy,Profit,Margin (C3) %,Sum Margin (C1+C2) %
2025-12-01,2025-12-01 05:40:57,8nez2xunQ1JTnVETFr8YdRBV32JRrjsSMzbJ9qFkpump,"('Ar2Y6o_8nez2x_1764542457000',)",1.208726377,-0.4380843320000001,-36.243465877472126,-34.52
2025-12-01,2025-12-01 05:44:08,DrpqLbp6UNJdJ28rpNP5mcmgUaFgsKmxAYjn3ihEpump,"('Ar2Y6o_DrpqLb_1764542648000',)",1.2575405279999998,0.33857148100000023,26.923305727447715,-25.53
2025-12-01,2025-12-01 06:23:02,8nez2xunQ1JTnVETFr8YdRBV32JRrjsSMzbJ9qFkpump,"('Ar2Y6o_8nez2x_1764544982000',)",0.952112391,-0.11947483599999997,-12.54839629536971,-37.98
2025-12-01,2025-12-01 06:28:02,5vh2iBVFvX9ar9yuHUN7dz8Wo6J55cUZ1qg1prv9pump,"('Ar2Y6o_5vh2iB_1764545282000',)",0.590728114,-0.0002741689999999908,-0.04641204532208717,-31.26
2025-12-01,2025-12-01 06:57:03,neHoyEgZbZMrYhnfmgqz7ie9b14rAJ7pr5mQq2Qpump,"('Ar2Y6o_neHoyE_1764547023000',)",0.702610071,0.18347487800000006,26.11332879684841,-33.61
2025-12-01,2025-12-01 07:38:04,Gcn7cajCUcbL5B6tJ4m5YKZiPpyvR7VavDMHRAS75kyM,"('Ar2Y6o_Gcn7ca_1764549484000',)",0.8205349789999999,0.227428525,27.71710296582006,-20.41
2025-12-01,2025-12-01 08:17:37,JAZpXuHNQVmP9fE2agkvvMqnk7W7MA77EqBwofXopump,"('Ar2Y6o_JAZpXu_1764551857000',)",0.7935053339999999,0.25968815300000003,32.726705401075485,-34.05
2025-12-01,2025-12-01 09:42:55,ARnQrg7zTZDKJm6o5DojaTQYorN6iERf8DFrjknwpump,"('Ar2Y6o_ARnQrg_1764556975000',)",1.207194218,0.44009206700000014,36.4557798934057,-22.94
2025-12-01,2025-12-01 10:26:17,Gcn7cajCUcbL5B6tJ4m5YKZiPpyvR7VavDMHRAS75kyM,"('Ar2Y6o_Gcn7ca_1764559577000',)",0.578872307,0.23249965699999997,40.16423901929721,-23.46
2025-12-01,2025-12-01 10:47:40,7CuUgAiG78ncWmkjpCkdHUP8fCwhomxGRroa7Jrppump,"('Ar2Y6o_7CuUgA_1764560860000',)",0.640956125,0.10184994999999997,15.890315425256288,-34.35
2025-12-01,2025-12-01 11:21:50,8nez2xunQ1JTnVETFr8YdRBV32JRrjsSMzbJ9qFkpump,"('Ar2Y6o_8nez2x_1764562910000',)",1.657060125,-0.6383909300000001,-38.525513973127566,-23.27
2025-12-01,2025-12-01 13:05:41,ARnQrg7zTZDKJm6o5DojaTQYorN6iERf8DFrjknwpump,"('Ar2Y6o_ARnQrg_1764569141000',)",0.954374519,0.264946515,27.76127293063238,-33.86
2025-12-01,2025-12-01 13:17:45,6Fy9dYkHUZbQQRz7aQLjmR21K1QQPTnqbr3xCcmVpump,"('Ar2Y6o_6Fy9dY_1764569865000',)",0.604402679,0.07786298999999997,12.882634823661984,-28.54
2025-12-01,2025-12-01 14:00:23,7EmfYiGozAufEhMXEWDyuoAv8uC1vbv5rwqhwgDNpump,"('Ar2Y6o_7EmfYi_1764572423000',)",0.5230985380000001,-0.004798133000000093,-0.9172522290628334,-35.11
2025-12-01,2025-12-01 14:23:15,EHvGhUxaXZaUsKzLNk8mv8eLrMPiBBij5RvxNV8pump,"('Ar2Y6o_EHvGhU_1764573795000',)",0.649492793,-0.010894341999999946,-1.6773614915231165,-29.7
2025-12-01,2025-12-01 14:30:32,Bw5ReHat74Fs67MYiKgvkZWfGZ1qBTCSKYn7c54spump,"('Ar2Y6o_Bw5ReH_1764574232000',)",1.236112066,0.17708380599999995,14.325869868177465,-22.39
