Date,Time,Token,cycle_id,Vol Buy,Profit,Margin (C4) %,Sum Margin (C1+C2+C3) %
2025-12-01,2025-12-01 03:35:56,DrpqLbp6UNJdJ28rpNP5mcmgUaFgsKmxAYjn3ihEpump,"('Ar2Y6o_DrpqLb_1764534956000',)",1.77612769,-0.639658345,-36.01420937252546,-30.79
2025-12-01,2025-12-01 05:40:57,8nez2xunQ1JTnVETFr8YdRBV32JRrjsSMzbJ9qFkpump,"('Ar2Y6o_8nez2x_1764542457000',)",1.208726377,-0.4380843320000001,-36.243465877472126,-48.12
2025-12-01,2025-12-01 05:42:34,7UHyJXePBBGzwcxWBzpbRn6AHfZB8Aj9gRSs7AG5pump,"('Ar2Y6o_7UHyJX_1764542554000',)",0.849011916,-0.184885387,-21.776536172903374,-20.07
2025-12-01,2025-12-01 05:44:08,DrpqLbp6UNJdJ28rpNP5mcmgUaFgsKmxAYjn3ihEpump,"('Ar2Y6o_DrpqLb_1764542648000',)",1.2575405279999998,0.33857148100000023,26.923305727447715,-36.88
2025-12-01,2025-12-01 05:50:29,391jwEiwX1wMbZcTbbTuV34NcS3E8PdjMVysXLTFpump,"('Ar2Y6o_391jwE_1764543029000',)",0.378850749,-0.131016592,-34.58264035265243,-92.99
2025-12-01,2025-12-01 06:23:02,8nez2xunQ1JTnVETFr8YdRBV32JRrjsSMzbJ9qFkpump,"('Ar2Y6o_8nez2x_1764544982000',)",0.952112391,-0.11947483599999997,-12.54839629536971,-70.77
2025-12-01,2025-12-01 06:44:18,5vh2iBVFvX9ar9yuHUN7dz8Wo6J55cUZ1qg1prv9pump,"('Ar2Y6o_5vh2iB_1764546258000',)",0.542411119,-0.18482754400000007,-34.075176102722935,-31.31
2025-12-01,2025-12-01 06:57:03,neHoyEgZbZMrYhnfmgqz7ie9b14rAJ7pr5mQq2Qpump,"('Ar2Y6o_neHoyE_1764547023000',)",0.702610071,0.18347487800000006,26.11332879684841,-12.54
2025-12-01,2025-12-01 07:21:12,8nez2xunQ1JTnVETFr8YdRBV32JRrjsSMzbJ9qFkpump,"('Ar2Y6o_8nez2x_1764548472000',)",0.87638244,-0.09399445900000003,-10.725278680846232,-50.53
2025-12-01,2025-12-01 07:44:09,3ghjaogpDVt7QZ6eNauoggmj4WYw23TkpyVN2yZjpump,"('Ar2Y6o_3ghjao_1764549849000',)",0.76340692,-0.03940821900000002,-5.1621511369061235,-11.17
2025-12-01,2025-12-01 08:11:58,3dsv6FBAtMTi3JECVytSauYqrU6Q4gJqQRT7eUm5pump,"('Ar2Y6o_3dsv6F_1764551518000',)",1.411586935,-0.028902319000000176,-2.047505419848631,-20.2
2025-12-01,2025-12-01 08:28:15,3dsv6FBAtMTi3JECVytSauYqrU6Q4gJqQRT7eUm5pump,"('Ar2Y6o_3dsv6F_1764552495000',)",1.518277668,0.24542266899999987,16.164544481727823,-52.74
2025-12-01,2025-12-01 08:50:35,BmQ3o2V3g2qJ46SQKM24fZtrcjc1cc4WXwbHvMd9pump,"('Ar2Y6o_BmQ3o2_1764553835000',)",1.2070551339999998,-0.22206632899999978,-18.397364191982287,-38.5
2025-12-01,2025-12-01 09:33:58,DCuSbyagtJykMdjvL4pbbLjQg4cQFb45NysAYb6Spump,"('Ar2Y6o_DCuSby_1764556438000',)",0.8860158129999999,-0.16504015299999986,-18.627224320205208,-13.52
2025-12-01,2025-12-01 09:58:00,DrvTK6GJ1B1y5BZsuFE5BvSVrEcXgJnC8oK1pZ8qpump,"('Ar2Y6o_DrvTK6_1764557880000',)",0.312368529,-0.02000998100000001,-6.405888923592559,-12.64
2025-12-01,2025-12-01 10:26:17,Gcn7cajCUcbL5B6tJ4m5YKZiPpyvR7VavDMHRAS75kyM,"('Ar2Y6o_Gcn7ca_1764559577000',)",0.578872307,0.23249965699999997,40.16423901929721,-23.43
2025-12-01,2025-12-01 11:03:45,BmQ3o2V3g2qJ46SQKM24fZtrcjc1cc4WXwbHvMd9pump,"('Ar2Y6o_BmQ3o2_1764561825000',)",1.09157627,0.29330217000000003,26.86959931805773,-63.87
2025-12-01,2025-12-01 11:21:50,8nez2xunQ1JTnVETFr8YdRBV32JRrjsSMzbJ9qFkpump,"('Ar2Y6o_8nez2x_1764562910000',)",1.657060125,-0.6383909300000001,-38.525513973127566,-59.52
2025-12-01,2025-12-01 12:39:07,AoKgjNMumZ2JjHFaGnrcKSnuTTRqrHWdKHhPMhzjpump,"('Ar2Y6o_AoKgjN_1764567547000',)",0.991183665,0.3011339540000001,30.38124664816789,-21.05
2025-12-01,2025-12-01 12:51:52,6KvXr7kjW7Km1P9VWtN1nD9nEecbRSwbFZgD31E2pump,"('Ar2Y6o_6KvXr7_1764568312000',)",0.635768702,-0.290390082,-45.67542898643664,-29.13
2025-12-01,2025-12-01 13:17:45,6Fy9dYkHUZbQQRz7aQLjmR21K1QQPTnqbr3xCcmVpump,"('Ar2Y6o_6Fy9dY_1764569865000',)",0.604402679,0.07786298999999997,12.882634823661984,-32.62
2025-12-01,2025-12-01 13:30:14,7EmfYiGozAufEhMXEWDyuoAv8uC1vbv5rwqhwgDNpump,"('Ar2Y6o_7EmfYi_1764570614000',)",0.5730233929999999,-0.006476492999999972,-1.1302318682127472,-37.58
2025-12-01,2025-12-01 13:34:16,8nez2xunQ1JTnVETFr8YdRBV32JRrjsSMzbJ9qFkpump,"('Ar2Y6o_8nez2x_1764570856000',)",1.2737636289999998,-0.3448723359999999,-27.07506543193972,-61.8
2025-12-01,2025-12-01 14:00:23,7EmfYiGozAufEhMXEWDyuoAv8uC1vbv5rwqhwgDNpump,"('Ar2Y6o_7EmfYi_1764572423000',)",0.5230985380000001,-0.004798133000000093,-0.9172522290628334,-63.57
2025-12-01,2025-12-01 14:16:58,7CuUgAiG78ncWmkjpCkdHUP8fCwhomxGRroa7Jrppump,"('Ar2Y6o_7CuUgA_1764573418000',)",0.743597985,-0.03421271699999995,-4.600969568254,-18.46
2025-12-01,2025-12-01 14:30:32,Bw5ReHat74Fs67MYiKgvkZWfGZ1qBTCSKYn7c54spump,"('Ar2Y6o_Bw5ReH_1764574232000',)",1.236112066,0.17708380599999995,14.325869868177465,-10.49
2025-12-01,2025-12-01 15:14:14,8nez2xunQ1JTnVETFr8YdRBV32JRrjsSMzbJ9qFkpump,"('Ar2Y6o_8nez2x_1764576854000',)",1.062116718,0.17417569100000008,16.398921893252798,-76.33
2025-12-01,2025-12-01 15:20:30,6KvXr7kjW7Km1P9VWtN1nD9nEecbRSwbFZgD31E2pump,"('Ar2Y6o_6KvXr7_1764577230000',)",0.467558236,0.14328455699999998,30.645285649507837,-37.61
2025-12-01,2025-12-01 15:22:16,HTSH7oPkcRoQ9eEvMHEsZmieeffp6M52wSy1XAuopump,"('Ar2Y6o_HTSH7o_1764577336000',)",1.400560053,0.3929851580000001,28.05914370884889,-14.72
2025-12-01,2025-12-01 15:50:19,HxoHqGYMTMKwMnyFEjJZG9dP7siNJZrSbjaWNaDupump,"('Ar2Y6o_HxoHqG_1764579019000',)",1.48674194,-0.001949193999999821,-0.13110506588653986,-11.23
2025-12-01,2025-12-01 15:51:19,5xcRDXCC7CGSMyiaiL127GsLGt6vU3ChK1KWFtRhpump,"('Ar2Y6o_5xcRDX_1764579079000',)",1.188083465,0.24051588599999985,20.244022670578943,-36.52
2025-12-01,2025-12-01 16:17:44,7EmfYiGozAufEhMXEWDyuoAv8uC1vbv5rwqhwgDNpump,"('Ar2Y6o_7EmfYi_1764580664000',)",0.5410492860000001,-0.010616952000000124,-1.9622892543656587,-36.03
2025-12-01,2025-12-01 16:33:20,8nez2xunQ1JTnVETFr8YdRBV32JRrjsSMzbJ9qFkpump,"('Ar2Y6o_8nez2x_1764581600000',)",1.04132221,0.22785210200000017,21.881037378430655,-49.2
2025-12-01,2025-12-01 16:45:34,BmQ3o2V3g2qJ46SQKM24fZtrcjc1cc4WXwbHvMd9pump,"('Ar2Y6o_BmQ3o2_1764582334000',)",1.427025238,0.05949495100000002,4.169158990024815,-49.02
2025-12-01,2025-12-01 17:47:45,391jwEiwX1wMbZcTbbTuV34NcS3E8PdjMVysXLTFpump,"('Ar2Y6o_391jwE_1764586065000',)",0.311300994,0.019067370000000028,6.125059144526865,-116.7
2025-12-01,2025-12-01 18:01:10,G2ZzkLiVnCHk7gAHkx4NQNaxTqEpkA474Hk5opVgpump,"('Ar2Y6o_G2ZzkL_1764586870000',)",1.569891416,-0.15558107999999993,-9.910308344535846,-13.7
2025-12-01,2025-12-01 18:09:28,7CuUgAiG78ncWmkjpCkdHUP8fCwhomxGRroa7Jrppump,"('Ar2Y6o_7CuUgA_1764587368000',)",0.786866132,0.2645118059999999,33.61585856131369,-18.35
2025-12-01,2025-12-01 18:09:42,HxoHqGYMTMKwMnyFEjJZG9dP7siNJZrSbjaWNaDupump,"('Ar2Y6o_HxoHqG_1764587382000',)",1.438577451,0.059135584999999935,4.1106987294214115,-17.4
2025-12-01,2025-12-01 18:24:27,G2ZzkLiVnCHk7gAHkx4NQNaxTqEpkA474Hk5opVgpump,"('Ar2Y6o_G2ZzkL_1764588267000',)",1.454513534,0.11986987300000007,8.24123462573433,-26.16
2025-12-01,2025-12-01 18:27:47,7PJXmMgpXLhaNX2y8VyqKqTdN7sAK5BXkgk5JXoDpump,"('Ar2Y6o_7PJXmM_1764588467000',)",0.921659728,0.06815270000000007,7.394561998264947,-22.09
2025-12-01,2025-12-01 18:38:02,neHoyEgZbZMrYhnfmgqz7ie9b14rAJ7pr5mQq2Qpump,"('Ar2Y6o_neHoyE_1764589082000',)",0.659513873,0.057167316000000024,8.66809908637055,-17.4
2025-12-01,2025-12-01 18:38:22,HZuuE46Jq3YiH95WyWCWrGjyXEZ1zVx81Mv1ddxEpump,"('Ar2Y6o_HZuuE4_1764589102000',)",0.534915947,0.10477365999999999,19.586938955102788,-84.72
2025-12-01,2025-12-01 19:10:05,4EmBkXxf2uAhbY68TJK9VT4PXTuP672EwJvpRrvopump,"('Ar2Y6o_4EmBkX_1764591005000',)",0.697200369,0.019342451999999954,2.774303178832648,-65.42
