Date,Time,Token,cycle_id,Vol Buy (SOL),Profit (SOL),Margin (%)
2025-12-01,2025-12-01 05:40:57,8nez2xunQ1JTnVETFr8YdRBV32JRrjsSMzbJ9qFkpump,"('Ar2Y6o_8nez2x_1764542457000',)",1.208726377,-0.4380843320000001,-36.24
2025-12-01,2025-12-01 05:50:29,391jwEiwX1wMbZcTbbTuV34NcS3E8PdjMVysXLTFpump,"('Ar2Y6o_391jwE_1764543029000',)",0.378850749,-0.131016592,-34.58
2025-12-01,2025-12-01 08:28:15,3dsv6FBAtMTi3JECVytSauYqrU6Q4gJqQRT7eUm5pump,"('Ar2Y6o_3dsv6F_1764552495000',)",1.518277668,0.24542266899999987,16.16
2025-12-01,2025-12-01 13:17:45,6Fy9dYkHUZbQQRz7aQLjmR21K1QQPTnqbr3xCcmVpump,"('Ar2Y6o_6Fy9dY_1764569865000',)",0.604402679,0.07786298999999997,12.88
2025-12-01,2025-12-01 14:00:23,7EmfYiGozAufEhMXEWDyuoAv8uC1vbv5rwqhwgDNpump,"('Ar2Y6o_7EmfYi_1764572423000',)",0.5230985380000001,-0.004798133000000093,-0.92
2025-12-01,2025-12-01 18:38:22,HZuuE46Jq3YiH95WyWCWrGjyXEZ1zVx81Mv1ddxEpump,"('Ar2Y6o_HZuuE4_1764589102000',)",0.534915947,0.10477365999999999,19.59
2025-12-01,2025-12-01 19:14:48,DyALZCQehchYYcff6AWyrGMCRyfYfy9sxSJ37nQLpump,"('Ar2Y6o_DyALZC_1764591288000',)",0.351633594,-0.056336810000000015,-16.02
2025-12-01,2025-12-01 19:23:18,B4U3h3QryEjBFbSLUDQC1QnVg5E1WC3f5PP3Tfiqpump,"('Ar2Y6o_B4U3h3_1764591798000',)",0.5099279150000001,-0.12193582500000011,-23.91
2025-12-01,2025-12-01 20:22:42,FqKdy3CtWSKKiJa8aaUbSbSmVhBKz3EiM52Et242pump,"('Ar2Y6o_FqKdy3_1764595362000',)",1.89401221,0.08127899299999997,4.29
2025-12-01,2025-12-01 21:34:08,6asQf5Wo5dhqfZ5ChkFkedrFd7korSqk7Apz2v64pump,"('Ar2Y6o_6asQf5_1764599648000',)",0.880563731,0.013949078000000004,1.58
2025-12-01,2025-12-01 22:40:29,3Ja8T7CQwybnauxGSPVZ17RUXHSfCTRDxxuuhhMEpump,"('Ar2Y6o_3Ja8T7_1764603629000',)",0.432648331,0.0074661670000000235,1.73
2025-12-01,2025-12-01 23:30:48,EHvGhUxaXZaUsKzLNk8mv8eLrMPiBBij5RvxNV8pump,"('Ar2Y6o_EHvGhU_1764606648000',)",0.627267559,-0.17026872399999998,-27.14
2025-12-02,2025-12-02 00:22:58,9mGtWvoGgRuUiFvyBJSVEdsA8T4sk4BpeQ9qYq3Kpump,"('Ar2Y6o_9mGtWv_1764609778000',)",1.793252243,-0.17464212700000004,-9.74
2025-12-02,2025-12-02 01:14:42,FgUXcq8Db7hTxM3dmuHxyzyLHyU3TbQ13bCMPdRYpump,"('Ar2Y6o_FgUXcq_1764612882000',)",0.753801314,0.1124944120000001,14.92
2025-12-02,2025-12-02 01:39:24,9oHXQN1P5L7aitWD1hfFgGwqwcETouXWsLsoQXEfpump,"('Ar2Y6o_9oHXQN_1764614364000',)",0.37819579,0.01335127900000005,3.53
2025-12-02,2025-12-02 03:11:02,HxoHqGYMTMKwMnyFEjJZG9dP7siNJZrSbjaWNaDupump,"('Ar2Y6o_HxoHqG_1764619862000',)",1.534438357,0.11280929799999995,7.35
2025-12-02,2025-12-02 03:12:31,CSrwNk6B1DwWCHRMsaoDVUfD5bBMQCJPY72ZG3Nnpump,"('Ar2Y6o_CSrwNk_1764619951000',)",1.380300685,0.14186384000000007,10.28
2025-12-02,2025-12-02 03:21:17,DVRdAvdRaaukYCcwtUbUU2t9bzGgwsKuaAPPjGKFpump,"('Ar2Y6o_DVRdAv_1764620477000',)",1.2416587229999998,-0.4533595829999998,-36.51
2025-12-02,2025-12-02 03:32:16,F4bGsbhRDR98DfNQtvVxLGMgGwRYiMszoxSLDfugpump,"('Ar2Y6o_F4bGsb_1764621136000',)",0.279711644,0.06611541500000001,23.64
2025-12-02,2025-12-02 04:12:55,9LawdvPSsgx6ratQLfmVTWj2WyRbf23ngpDBJNVfpump,"('Ar2Y6o_9Lawdv_1764623575000',)",0.6187782019999999,-0.058831115999999906,-9.51
2025-12-02,2025-12-02 04:37:35,2PbB4Bx8K3yypg7GGjy8QCpgxcQUYHdTzNFmdL6Apump,"('Ar2Y6o_2PbB4B_1764625055000',)",1.56221204,-0.013454942999999941,-0.86
2025-12-02,2025-12-02 05:31:42,2jVQJJbhgVDuemdsc76R8dqAA7KVnHRxSrVZ2VH1pump,"('Ar2Y6o_2jVQJJ_1764628302000',)",0.668526054,0.425443338,63.64
2025-12-02,2025-12-02 05:36:20,3g5JDnTmWvXzpT7dUxb73gT8yuMxodPUBX7F73Cupump,"('Ar2Y6o_3g5JDn_1764628580000',)",0.6277170470000001,0.10921030999999992,17.4
2025-12-02,2025-12-02 06:28:13,4R1fmhL8EsN9onrcM8DZxTd7WTWD2aiUNeQ4AddhzqBc,"('Ar2Y6o_4R1fmh_1764631693000',)",0.992755795,0.08480725999999994,8.54
2025-12-02,2025-12-02 06:51:04,tvaughYup6NgeYRAecHs6EFtDAa7h4gqAsEf7wbpump,"('Ar2Y6o_tvaugh_1764633064000',)",1.323155675,0.40489416,30.6
2025-12-02,2025-12-02 07:11:52,3ni26V4GwAitUkVmwrjdRBC3htCu7GjzK2pS7b9cpump,"('Ar2Y6o_3ni26V_1764634312000',)",1.0677325489999998,0.3753378430000003,35.15
2025-12-02,2025-12-02 08:55:15,FefBQzgFmAynFwKAqfnyAXVv3bBXVgA1A2tuXEjbpump,"('Ar2Y6o_FefBQz_1764640515000',)",1.554922652,0.4290942150000001,27.6
2025-12-02,2025-12-02 10:52:41,WpkwLFTmmvXHTpkeVVUysK2DV63ppC9WzbZiZd2pump,"('Ar2Y6o_WpkwLF_1764647561000',)",0.593421443,-0.056714193000000024,-9.56
2025-12-02,2025-12-02 12:51:39,CdpAwxEL3xnJ9topYX7cBKoLpc4Tn4NNzJn35QNGpump,"('Ar2Y6o_CdpAwx_1764654699000',)",0.540383457,-0.027666468000000055,-5.12
2025-12-02,2025-12-02 13:33:19,HacHT8s1vGNGf1kwZCUNufvZM9cQvLE6rknrRUx2rJj3,"('Ar2Y6o_HacHT8_1764657199000',)",0.820428103,-0.11111779,-13.54
2025-12-02,2025-12-02 13:59:16,B1sPn76LWSWRnxSz8ES8TSnrohvBzTaKU4fFJcJBpump,"('Ar2Y6o_B1sPn7_1764658756000',)",0.712015524,-0.12462868500000002,-17.5
2025-12-02,2025-12-02 14:06:11,5ftwR6THeBwPUokup7hwsDMtPGxGAC7386ZbggKSpump,"('Ar2Y6o_5ftwR6_1764659171000',)",0.780730408,-0.10148941100000008,-13.0
